Year,Region,Region Code,Industry,Industry Code,Measure,Gas type,Value,Value Unit,Value Label,Null Reason
2009,Hawke's Bay,Hawke's Bay Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,23.08,number,Kilotonnes of CO2 equivalent,
2010,Hawke's Bay,Hawke's Bay Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,20.99,number,Kilotonnes of CO2 equivalent,
2011,Hawke's Bay,Hawke's Bay Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,21.05,number,Kilotonnes of CO2 equivalent,
2012,Hawke's Bay,Hawke's Bay Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,19.54,number,Kilotonnes of CO2 equivalent,
2013,Hawke's Bay,Hawke's Bay Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,17.42,number,Kilotonnes of CO2 equivalent,
2014,Hawke's Bay,Hawke's Bay Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,19.29,number,Kilotonnes of CO2 equivalent,
2015,Hawke's Bay,Hawke's Bay Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,18.27,number,Kilotonnes of CO2 equivalent,
2016,Hawke's Bay,Hawke's Bay Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,20.76,number,Kilotonnes of CO2 equivalent,
2017,Hawke's Bay,Hawke's Bay Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,26.36,number,Kilotonnes of CO2 equivalent,
2018,Hawke's Bay,Hawke's Bay Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,28.7,number,Kilotonnes of CO2 equivalent,
2007,Manawatū-Whanganui,Manawatu-Wanganui Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,34.02,number,Kilotonnes of CO2 equivalent,
2008,Manawatū-Whanganui,Manawatu-Wanganui Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,34.71,number,Kilotonnes of CO2 equivalent,
2009,Manawatū-Whanganui,Manawatu-Wanganui Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,34.13,number,Kilotonnes of CO2 equivalent,
2010,Manawatū-Whanganui,Manawatu-Wanganui Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,31.45,number,Kilotonnes of CO2 equivalent,
2011,Manawatū-Whanganui,Manawatu-Wanganui Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,31.24,number,Kilotonnes of CO2 equivalent,
2012,Manawatū-Whanganui,Manawatu-Wanganui Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,29.01,number,Kilotonnes of CO2 equivalent,
2013,Manawatū-Whanganui,Manawatu-Wanganui Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,24.64,number,Kilotonnes of CO2 equivalent,
2014,Manawatū-Whanganui,Manawatu-Wanganui Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,25.47,number,Kilotonnes of CO2 equivalent,
2015,Manawatū-Whanganui,Manawatu-Wanganui Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,24.66,number,Kilotonnes of CO2 equivalent,
2016,Manawatū-Whanganui,Manawatu-Wanganui Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,25.65,number,Kilotonnes of CO2 equivalent,
2017,Manawatū-Whanganui,Manawatu-Wanganui Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,31.54,number,Kilotonnes of CO2 equivalent,
2018,Manawatū-Whanganui,Manawatu-Wanganui Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,34.36,number,Kilotonnes of CO2 equivalent,
2007,Marlborough,Marlborough Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,7.61,number,Kilotonnes of CO2 equivalent,
2008,Marlborough,Marlborough Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,8.97,number,Kilotonnes of CO2 equivalent,
2009,Marlborough,Marlborough Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,8.57,number,Kilotonnes of CO2 equivalent,
2010,Marlborough,Marlborough Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,7.38,number,Kilotonnes of CO2 equivalent,
2011,Marlborough,Marlborough Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,6.42,number,Kilotonnes of CO2 equivalent,
2012,Marlborough,Marlborough Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,6.57,number,Kilotonnes of CO2 equivalent,
2013,Marlborough,Marlborough Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,6.16,number,Kilotonnes of CO2 equivalent,
2014,Marlborough,Marlborough Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,6.23,number,Kilotonnes of CO2 equivalent,
2015,Marlborough,Marlborough Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,6.46,number,Kilotonnes of CO2 equivalent,
2016,Marlborough,Marlborough Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,7.55,number,Kilotonnes of CO2 equivalent,
2017,Marlborough,Marlborough Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,9.87,number,Kilotonnes of CO2 equivalent,
2018,Marlborough,Marlborough Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,10.77,number,Kilotonnes of CO2 equivalent,
2007,Northland,Northland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,20,number,Kilotonnes of CO2 equivalent,
2008,Northland,Northland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,22.13,number,Kilotonnes of CO2 equivalent,
2009,Northland,Northland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,21.58,number,Kilotonnes of CO2 equivalent,
2010,Northland,Northland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,19.01,number,Kilotonnes of CO2 equivalent,
2011,Northland,Northland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,17.21,number,Kilotonnes of CO2 equivalent,
2012,Northland,Northland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,16.4,number,Kilotonnes of CO2 equivalent,
2013,Northland,Northland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,16.13,number,Kilotonnes of CO2 equivalent,
2014,Northland,Northland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,17.15,number,Kilotonnes of CO2 equivalent,
2015,Northland,Northland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,16.61,number,Kilotonnes of CO2 equivalent,
2016,Northland,Northland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,19.37,number,Kilotonnes of CO2 equivalent,
2017,Northland,Northland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,24.67,number,Kilotonnes of CO2 equivalent,
2018,Northland,Northland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,26.86,number,Kilotonnes of CO2 equivalent,
2007,Otago,Otago Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,41.33,number,Kilotonnes of CO2 equivalent,
2008,Otago,Otago Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,45.95,number,Kilotonnes of CO2 equivalent,
2009,Otago,Otago Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,46.69,number,Kilotonnes of CO2 equivalent,
2010,Otago,Otago Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,41.98,number,Kilotonnes of CO2 equivalent,
2011,Otago,Otago Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,39.07,number,Kilotonnes of CO2 equivalent,
2012,Otago,Otago Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,40.95,number,Kilotonnes of CO2 equivalent,
2013,Otago,Otago Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,41.61,number,Kilotonnes of CO2 equivalent,
2014,Otago,Otago Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,48.5,number,Kilotonnes of CO2 equivalent,
2015,Otago,Otago Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,50.89,number,Kilotonnes of CO2 equivalent,
2016,Otago,Otago Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,56.81,number,Kilotonnes of CO2 equivalent,
2017,Otago,Otago Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,63.12,number,Kilotonnes of CO2 equivalent,
2018,Otago,Otago Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,68.75,number,Kilotonnes of CO2 equivalent,
2007,Southland,Southland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,13.95,number,Kilotonnes of CO2 equivalent,
2008,Southland,Southland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,16.44,number,Kilotonnes of CO2 equivalent,
2009,Southland,Southland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,17.19,number,Kilotonnes of CO2 equivalent,
2010,Southland,Southland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,16.58,number,Kilotonnes of CO2 equivalent,
2011,Southland,Southland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,16.23,number,Kilotonnes of CO2 equivalent,
2012,Southland,Southland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,16.23,number,Kilotonnes of CO2 equivalent,
2013,Southland,Southland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,14.88,number,Kilotonnes of CO2 equivalent,
2014,Southland,Southland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,14.99,number,Kilotonnes of CO2 equivalent,
2015,Southland,Southland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,14.01,number,Kilotonnes of CO2 equivalent,
2016,Southland,Southland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,15.02,number,Kilotonnes of CO2 equivalent,
2017,Southland,Southland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,17.5,number,Kilotonnes of CO2 equivalent,
2018,Southland,Southland Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,19.07,number,Kilotonnes of CO2 equivalent,
2007,Taranaki,Taranaki Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,19.09,number,Kilotonnes of CO2 equivalent,
2008,Taranaki,Taranaki Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,24.28,number,Kilotonnes of CO2 equivalent,
2009,Taranaki,Taranaki Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,22.65,number,Kilotonnes of CO2 equivalent,
2010,Taranaki,Taranaki Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,20.35,number,Kilotonnes of CO2 equivalent,
2011,Taranaki,Taranaki Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,20.41,number,Kilotonnes of CO2 equivalent,
2012,Taranaki,Taranaki Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,19.51,number,Kilotonnes of CO2 equivalent,
2013,Taranaki,Taranaki Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,18.99,number,Kilotonnes of CO2 equivalent,
2014,Taranaki,Taranaki Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,17.93,number,Kilotonnes of CO2 equivalent,
2015,Taranaki,Taranaki Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,17.04,number,Kilotonnes of CO2 equivalent,
2016,Taranaki,Taranaki Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,17.75,number,Kilotonnes of CO2 equivalent,
2017,Taranaki,Taranaki Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,21.39,number,Kilotonnes of CO2 equivalent,
2018,Taranaki,Taranaki Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,23.31,number,Kilotonnes of CO2 equivalent,
2007,"Nelson, Tasman","Tasman, Nelson",Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,12.56,number,Kilotonnes of CO2 equivalent,
2008,"Nelson, Tasman","Tasman, Nelson",Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,14.29,number,Kilotonnes of CO2 equivalent,
2009,"Nelson, Tasman","Tasman, Nelson",Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,15.23,number,Kilotonnes of CO2 equivalent,
2010,"Nelson, Tasman","Tasman, Nelson",Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,14.39,number,Kilotonnes of CO2 equivalent,
2011,"Nelson, Tasman","Tasman, Nelson",Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,13.34,number,Kilotonnes of CO2 equivalent,
2012,"Nelson, Tasman","Tasman, Nelson",Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,13.38,number,Kilotonnes of CO2 equivalent,
2013,"Nelson, Tasman","Tasman, Nelson",Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,12.85,number,Kilotonnes of CO2 equivalent,
2014,"Nelson, Tasman","Tasman, Nelson",Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,12.72,number,Kilotonnes of CO2 equivalent,
2015,"Nelson, Tasman","Tasman, Nelson",Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,12.71,number,Kilotonnes of CO2 equivalent,
2016,"Nelson, Tasman","Tasman, Nelson",Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,14.27,number,Kilotonnes of CO2 equivalent,
2017,"Nelson, Tasman","Tasman, Nelson",Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,18.13,number,Kilotonnes of CO2 equivalent,
2018,"Nelson, Tasman","Tasman, Nelson",Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,19.76,number,Kilotonnes of CO2 equivalent,
2007,Waikato,Waikato Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,63.97,number,Kilotonnes of CO2 equivalent,
2008,Waikato,Waikato Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,71.58,number,Kilotonnes of CO2 equivalent,
2009,Waikato,Waikato Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,71.58,number,Kilotonnes of CO2 equivalent,
2010,Waikato,Waikato Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,70.99,number,Kilotonnes of CO2 equivalent,
2011,Waikato,Waikato Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,68.86,number,Kilotonnes of CO2 equivalent,
2012,Waikato,Waikato Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,66.36,number,Kilotonnes of CO2 equivalent,
2013,Waikato,Waikato Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,63.56,number,Kilotonnes of CO2 equivalent,
2014,Waikato,Waikato Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,63.15,number,Kilotonnes of CO2 equivalent,
2015,Waikato,Waikato Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,64.43,number,Kilotonnes of CO2 equivalent,
2016,Waikato,Waikato Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,74.94,number,Kilotonnes of CO2 equivalent,
2017,Waikato,Waikato Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,89.3,number,Kilotonnes of CO2 equivalent,
2018,Waikato,Waikato Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,97.22,number,Kilotonnes of CO2 equivalent,
2007,Wellington,Wellington Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,70.39,number,Kilotonnes of CO2 equivalent,
2008,Wellington,Wellington Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,81.99,number,Kilotonnes of CO2 equivalent,
2009,Wellington,Wellington Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,87.56,number,Kilotonnes of CO2 equivalent,
2010,Wellington,Wellington Region,Construction,E,Greenhouse gas emissions,Carbon dioxide equivalents,83.68,number,Kilotonnes of CO2 equivalent,
