Year,Measure,Language group,Language,Language Code,Gender,Age group,Value,Value Unit,Value Label,Null Reason
2010,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,18-24,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,18-24,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,18-24,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,18-24,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,18-24,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,18-24,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,18-24,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,18-24,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,18-24,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,18-24,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,Dutch,Dutch,Male,25-39,5,number,Number of students,
2011,Non-formal students in language courses,International,Dutch,Dutch,Male,25-39,10,number,Number of students,
2012,Non-formal students in language courses,International,Dutch,Dutch,Male,25-39,0,number,Number of students,
2013,Non-formal students in language courses,International,Dutch,Dutch,Male,25-39,5,number,Number of students,
2014,Non-formal students in language courses,International,Dutch,Dutch,Male,25-39,0,number,Number of students,
2015,Non-formal students in language courses,International,Dutch,Dutch,Male,25-39,0,number,Number of students,
2016,Non-formal students in language courses,International,Dutch,Dutch,Male,25-39,0,number,Number of students,
2017,Non-formal students in language courses,International,Dutch,Dutch,Male,25-39,0,number,Number of students,
2018,Non-formal students in language courses,International,Dutch,Dutch,Male,25-39,0,number,Number of students,
2019,Non-formal students in language courses,International,Dutch,Dutch,Male,25-39,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,25-39,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,25-39,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,25-39,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,25-39,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,25-39,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,25-39,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,25-39,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,25-39,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,25-39,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,25-39,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,Dutch,Dutch,Male,40-*,10,number,Number of students,
2011,Non-formal students in language courses,International,Dutch,Dutch,Male,40-*,15,number,Number of students,
2012,Non-formal students in language courses,International,Dutch,Dutch,Male,40-*,5,number,Number of students,
2013,Non-formal students in language courses,International,Dutch,Dutch,Male,40-*,0,number,Number of students,
2014,Non-formal students in language courses,International,Dutch,Dutch,Male,40-*,0,number,Number of students,
2015,Non-formal students in language courses,International,Dutch,Dutch,Male,40-*,0,number,Number of students,
2016,Non-formal students in language courses,International,Dutch,Dutch,Male,40-*,0,number,Number of students,
2017,Non-formal students in language courses,International,Dutch,Dutch,Male,40-*,0,number,Number of students,
2018,Non-formal students in language courses,International,Dutch,Dutch,Male,40-*,0,number,Number of students,
2019,Non-formal students in language courses,International,Dutch,Dutch,Male,40-*,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,40-*,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,40-*,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,40-*,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,40-*,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,40-*,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,40-*,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,40-*,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,40-*,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,40-*,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,40-*,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,Dutch,Dutch,Male,Total,20,number,Number of students,
2011,Non-formal students in language courses,International,Dutch,Dutch,Male,Total,30,number,Number of students,
2012,Non-formal students in language courses,International,Dutch,Dutch,Male,Total,5,number,Number of students,
2013,Non-formal students in language courses,International,Dutch,Dutch,Male,Total,5,number,Number of students,
2014,Non-formal students in language courses,International,Dutch,Dutch,Male,Total,0,number,Number of students,
2015,Non-formal students in language courses,International,Dutch,Dutch,Male,Total,5,number,Number of students,
2016,Non-formal students in language courses,International,Dutch,Dutch,Male,Total,0,number,Number of students,
2017,Non-formal students in language courses,International,Dutch,Dutch,Male,Total,0,number,Number of students,
2018,Non-formal students in language courses,International,Dutch,Dutch,Male,Total,0,number,Number of students,
2019,Non-formal students in language courses,International,Dutch,Dutch,Male,Total,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,Total,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,Total,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,Total,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,Total,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,Total,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,Total,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,Total,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,Total,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,Total,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,Dutch,Dutch,Male,Total,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,Dutch,Dutch,Total,*-17,0,number,Number of students,
2011,Non-formal students in language courses,International,Dutch,Dutch,Total,*-17,0,number,Number of students,
2012,Non-formal students in language courses,International,Dutch,Dutch,Total,*-17,0,number,Number of students,
2013,Non-formal students in language courses,International,Dutch,Dutch,Total,*-17,0,number,Number of students,
2014,Non-formal students in language courses,International,Dutch,Dutch,Total,*-17,0,number,Number of students,
2015,Non-formal students in language courses,International,Dutch,Dutch,Total,*-17,0,number,Number of students,
2016,Non-formal students in language courses,International,Dutch,Dutch,Total,*-17,0,number,Number of students,
2017,Non-formal students in language courses,International,Dutch,Dutch,Total,*-17,0,number,Number of students,
2018,Non-formal students in language courses,International,Dutch,Dutch,Total,*-17,0,number,Number of students,
2019,Non-formal students in language courses,International,Dutch,Dutch,Total,*-17,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,Dutch,Dutch,Total,*-17,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,Dutch,Dutch,Total,*-17,0,number,Equivalent full-time students,
